account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,churned_next_180d,days_since_signup,n_subscriptions,n_upgrades,n_downgrades,n_trial_subs,total_mrr,max_mrr,avg_mrr,auto_renew_pct,tenure_days,n_ended_subs,latest_plan_tier,billing_freq,latest_seats,latest_mrr,first_seats,first_mrr,seat_growth,mrr_growth,mrr_growth_pct,upgrade_net,mrr_std,mrr_cv,pct_subs_ended,days_since_last_sub_start,total_usage_events,unique_features_used,total_usage_duration_mins,total_errors,beta_feature_pct,avg_usage_count,days_since_last_usage,usage_span_days,error_rate,usage_last_30d,usage_last_60d,usage_last_90d,usage_last_180d,accel_30d_vs_90d,accel_30d_vs_180d,accel_90d_vs_180d,usage_prior_90d,usage_momentum,usage_delta_90d,recency_ratio_90d,usage_trend_slope,mean_gap_days,max_gap_days,n_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction,min_satisfaction,sat_missing_rate,n_escalations,days_since_last_ticket,n_urgent_high,urgent_pct,escalation_rate,tickets_last_30d,tickets_last_90d,tickets_last_180d,ticket_accel_30d_vs_90d,usage_per_seat,tickets_per_seat,mrr_per_seat
A-756192,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,0,355,2.0,1.0,0.0,1.0,931.0,931.0,465.5,0.5,257.0,0.0,Pro,monthly,19.0,931.0,19.0,0.0,0.0,931.0,,1.0,658.3164132846757,1.414,0.0,217.0,9.0,9.0,418.8,5.0,0.0,8.78,18.0,490.0,0.5556,1.0,1.0,3.0,7.0,1.0,0.857,0.857,4.0,0.75,-1.0,0.333,0.0,61.2,335.0,2.0,38.0,59.0,68.0,5.0,5.0,0.5,0.0,424.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.47,0.105,49.0
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,0,392,9.0,2.0,0.0,1.0,24511.0,9751.0,2723.4,1.0,386.0,0.0,Pro,monthly,25.0,1225.0,6.0,294.0,19.0,931.0,3.167,2.0,3448.1875351810227,1.266,0.0,43.0,35.0,21.0,1675.3,24.0,0.143,9.97,1.0,512.0,0.6857,5.0,7.0,7.0,13.0,2.143,2.308,1.077,6.0,1.167,1.0,0.2,0.0117,15.5,63.0,2.0,16.0,26.0,121.5,4.0,4.0,0.5,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.83,0.333,4085.2
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,0,192,3.0,0.0,0.0,0.0,7308.0,5572.0,2436.0,0.667,156.0,0.0,Pro,annual,7.0,343.0,7.0,1393.0,0.0,-1050.0,-0.754,0.0,2766.1339446960988,1.136,0.0,46.0,11.0,10.0,554.1,5.0,0.0,9.45,25.0,461.0,0.4545,1.0,2.0,3.0,5.0,1.0,1.2,1.2,2.0,1.5,1.0,0.273,0.0,46.1,190.0,3.0,27.0,33.0,44.7,,,1.0,0.0,93.0,2.0,0.667,0.0,0.0,0.0,1.0,,1.57,0.429,1044.0
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,False,1,385,9.0,1.0,0.0,2.0,10512.0,5047.0,1168.0,0.778,322.0,0.0,Basic,annual,37.0,703.0,103.0,5047.0,-66.0,-4344.0,-0.861,1.0,1631.2318198220632,1.397,0.0,23.0,23.0,15.0,1338.9,10.0,0.087,11.04,17.0,491.0,0.4348,1.0,2.0,4.0,9.0,0.75,0.667,0.889,5.0,0.8,-1.0,0.174,-0.0076,22.3,104.0,1.0,50.0,50.0,104.0,3.0,3.0,0.0,0.0,440.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.35,0.059,618.4
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,0,73,3.0,1.0,1.0,0.0,8608.0,6368.0,2869.3,0.333,60.0,0.0,Basic,monthly,56.0,1064.0,32.0,6368.0,24.0,-5304.0,-0.833,0.0,3030.4516715059713,1.056,0.0,29.0,8.0,8.0,552.4,7.0,0.0,9.88,65.0,432.0,0.875,0.0,0.0,1.0,4.0,0.0,0.0,0.5,3.0,0.333,-2.0,0.125,0.0,61.7,150.0,2.0,38.5,62.0,110.5,4.0,3.0,0.0,0.0,257.0,1.0,0.5,0.0,0.0,0.0,0.0,,8.0,2.0,8608.0
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,3,False,False,0,341,3.0,0.0,0.0,0.0,3440.0,1990.0,1146.7,0.667,275.0,0.0,Enterprise,monthly,10.0,1990.0,3.0,57.0,7.0,1933.0,33.912,0.0,989.7637765312152,0.863,0.0,57.0,8.0,7.0,330.7,0.0,0.0,9.62,165.0,276.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,39.4,115.0,2.0,39.0,65.0,117.5,3.5,3.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.67,0.667,1146.7
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Enterprise,21,False,False,0,470,4.0,1.0,0.0,1.0,5607.0,4179.0,1401.8,1.0,276.0,0.0,Pro,annual,21.0,1029.0,21.0,4179.0,0.0,-3150.0,-0.754,1.0,1899.339424642157,1.355,0.0,45.0,12.0,8.0,677.0,1.0,0.25,11.08,54.0,444.0,0.0833,0.0,1.0,2.0,3.0,0.0,0.0,1.333,1.0,2.0,1.0,0.167,-0.0,40.4,101.0,0.0,,,,,,,0.0,516.0,0.0,,,0.0,0.0,0.0,,0.57,,267.0
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Enterprise,3,False,False,0,90,2.0,0.0,0.0,0.0,1147.0,995.0,573.5,0.5,87.0,0.0,Basic,monthly,8.0,152.0,5.0,995.0,3.0,-843.0,-0.847,0.0,596.0910165402596,1.039,0.0,26.0,7.0,6.0,270.3,5.0,0.143,9.14,20.0,423.0,0.7143,1.0,1.0,2.0,4.0,1.5,1.5,1.0,2.0,1.0,0.0,0.286,-0.0,70.5,262.0,2.0,35.0,62.0,115.5,5.0,5.0,0.5,0.0,50.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.33,0.667,382.3
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,0,190,8.0,1.0,0.0,2.0,21471.0,10746.0,2683.9,1.0,186.0,0.0,Enterprise,annual,54.0,10746.0,39.0,741.0,15.0,10005.0,13.502,1.0,4145.22928669642,1.544,0.0,81.0,22.0,19.0,1180.7,11.0,0.091,9.18,12.0,456.0,0.5,1.0,1.0,1.0,5.0,3.0,1.2,0.4,4.0,0.25,-3.0,0.045,0.0,21.7,81.0,5.0,38.2,63.0,132.6,4.33,3.0,0.4,0.0,77.0,1.0,0.2,0.0,0.0,1.0,1.0,0.0,0.56,0.128,550.5
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,29,False,False,0,391,6.0,1.0,0.0,1.0,4495.0,1421.0,749.2,1.0,306.0,0.0,Pro,monthly,29.0,1421.0,29.0,551.0,0.0,870.0,1.579,1.0,562.4554797196545,0.751,0.0,22.0,32.0,22.0,1448.2,21.0,0.0,9.88,8.0,497.0,0.6562,4.0,6.0,6.0,11.0,2.0,2.182,1.091,5.0,1.2,1.0,0.188,0.0131,16.0,46.0,4.0,30.2,53.0,121.2,4.0,4.0,0.5,0.0,115.0,4.0,1.0,0.0,0.0,0.0,1.0,,1.1,0.138,155.0
A-659280,Company_417,FinTech,IN,2023-11-17,event,Enterprise,13,True,True,1,196,7.0,1.0,0.0,0.0,16104.0,6169.0,2300.6,0.286,188.0,0.0,Basic,monthly,13.0,247.0,13.0,2587.0,0.0,-2340.0,-0.905,1.0,2156.837024993069,0.938,0.0,21.0,25.0,15.0,1281.9,18.0,0.12,9.96,12.0,451.0,0.72,1.0,7.0,9.0,11.0,0.333,0.545,1.636,2.0,4.5,7.0,0.36,0.0182,19.6,94.0,2.0,2.0,2.0,134.5,4.0,4.0,0.5,0.0,87.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.92,0.154,1238.8
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23,False,False,1,38,1.0,0.0,1.0,0.0,1127.0,1127.0,1127.0,1.0,8.0,0.0,Pro,monthly,23.0,1127.0,23.0,1127.0,0.0,0.0,0.0,-1.0,,,0.0,8.0,4.0,4.0,201.9,4.0,0.25,8.75,70.0,303.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,1.0,0.25,,101.0,129.0,5.0,55.0,72.0,88.6,4.0,3.0,0.4,1.0,133.0,2.0,0.4,0.2,0.0,0.0,1.0,,0.17,0.217,49.0
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13,True,False,0,424,5.0,1.0,0.0,2.0,1150.0,637.0,230.0,0.4,407.0,0.0,Enterprise,annual,13.0,0.0,13.0,0.0,0.0,0.0,,1.0,261.2632771745773,1.136,0.0,6.0,16.0,12.0,840.7,17.0,0.0,8.81,10.0,503.0,1.0625,2.0,3.0,6.0,9.0,1.0,1.333,1.333,3.0,2.0,3.0,0.375,0.0354,35.9,122.0,1.0,18.0,18.0,135.0,4.0,4.0,0.0,0.0,81.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.23,0.077,88.5
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,False,1,142,5.0,0.0,0.0,2.0,2086.0,1194.0,417.2,0.6,121.0,0.0,Pro,monthly,12.0,588.0,25.0,0.0,-13.0,588.0,,0.0,498.3765644570379,1.195,0.0,8.0,25.0,18.0,1445.7,22.0,0.12,9.88,3.0,483.0,0.88,2.0,2.0,4.0,11.0,1.5,1.091,0.727,7.0,0.571,-3.0,0.16,-0.0007,20.1,84.0,2.0,70.5,71.0,56.5,5.0,5.0,0.0,0.0,94.0,1.0,0.5,0.0,0.0,0.0,2.0,,4.17,0.333,347.7
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,True,1,313,6.0,1.0,0.0,0.0,4426.0,2189.0,737.7,0.833,300.0,0.0,Basic,annual,14.0,266.0,7.0,133.0,7.0,133.0,1.0,1.0,784.5622133818749,1.064,0.0,43.0,21.0,16.0,1075.3,4.0,0.143,10.24,29.0,474.0,0.1905,1.0,2.0,4.0,8.0,0.75,0.75,1.0,4.0,1.0,0.0,0.19,-0.0,23.7,57.0,1.0,60.0,60.0,104.0,5.0,5.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.143,632.3
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,False,0,210,5.0,0.0,0.0,1.0,6485.0,4378.0,1297.0,1.0,151.0,0.0,Pro,monthly,6.0,294.0,18.0,882.0,-12.0,-588.0,-0.667,0.0,1766.8446451230511,1.362,0.0,2.0,23.0,17.0,1281.2,14.0,0.043,10.39,6.0,497.0,0.6087,3.0,3.0,5.0,8.0,1.8,2.25,1.25,3.0,1.667,2.0,0.217,-0.0016,23.7,80.0,1.0,3.0,3.0,154.0,4.0,4.0,0.0,0.0,129.0,1.0,1.0,0.0,0.0,0.0,1.0,,7.67,0.333,2161.7
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,1,25,3.0,0.0,0.0,1.0,5264.0,3059.0,1754.7,1.0,18.0,0.0,Pro,monthly,45.0,2205.0,161.0,3059.0,-116.0,-854.0,-0.279,0.0,1578.4392079941924,0.9,0.0,4.0,7.0,7.0,505.2,5.0,0.0,10.0,107.0,409.0,0.7143,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,68.2,127.0,5.0,29.8,64.0,112.8,4.0,3.0,0.4,0.0,36.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.16,0.111,117.0
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,12,False,False,1,365,5.0,1.0,0.0,0.0,6973.0,2985.0,1394.6,0.8,354.0,1.0,Enterprise,annual,15.0,2985.0,16.0,784.0,-1.0,2201.0,2.807,1.0,1214.5582736122628,0.871,0.2,83.0,16.0,14.0,810.0,7.0,0.125,9.88,28.0,486.0,0.4375,1.0,1.0,1.0,5.0,3.0,1.2,0.4,4.0,0.25,-3.0,0.062,0.0,34.7,114.0,3.0,65.7,71.0,95.7,4.5,4.0,0.333,1.0,28.0,2.0,0.667,0.333,1.0,1.0,1.0,3.0,1.33,0.25,581.1
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26,True,True,0,497,5.0,0.0,0.0,2.0,3532.0,1764.0,706.4,1.0,470.0,0.0,Pro,monthly,36.0,1764.0,26.0,494.0,10.0,1270.0,2.571,0.0,788.0043147089996,1.116,0.0,104.0,20.0,16.0,775.2,14.0,0.05,9.4,19.0,487.0,0.7,2.0,3.0,4.0,7.0,1.5,1.714,1.143,3.0,1.333,1.0,0.2,0.0,25.6,68.0,3.0,29.3,45.0,140.7,5.0,5.0,0.667,0.0,121.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.77,0.115,135.8
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,False,1,231,4.0,0.0,0.0,2.0,10348.0,6169.0,2587.0,0.75,227.0,0.0,Pro,monthly,21.0,0.0,21.0,0.0,0.0,0.0,,0.0,3095.7134880347053,1.197,0.0,61.0,11.0,10.0,487.1,4.0,0.0,8.82,47.0,440.0,0.3636,0.0,1.0,3.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,0.273,-0.0,44.0,159.0,2.0,59.0,66.0,152.0,3.0,3.0,0.5,0.0,242.0,1.0,0.5,0.0,0.0,0.0,0.0,,0.52,0.095,492.8
A-297a2d,Company_448,HealthTech,UK,2023-05-05,event,Pro,27,False,False,0,392,3.0,2.0,0.0,1.0,8487.0,7164.0,2829.0,0.667,290.0,0.0,Pro,annual,27.0,1323.0,27.0,0.0,0.0,1323.0,,2.0,3812.0533836765717,1.347,0.0,88.0,13.0,13.0,659.8,7.0,0.308,8.77,92.0,409.0,0.5385,0.0,0.0,0.0,5.0,,0.0,0.0,5.0,0.0,-5.0,0.0,-0.0,37.2,133.0,2.0,32.5,55.0,84.5,3.0,3.0,0.5,0.0,17.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.48,0.074,314.3
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,partner,Enterprise,40,False,False,0,436,4.0,0.0,1.0,2.0,2720.0,1960.0,680.0,0.75,315.0,0.0,Basic,monthly,40.0,760.0,40.0,0.0,0.0,760.0,,-1.0,925.4908607508414,1.361,0.0,20.0,12.0,10.0,458.4,4.0,0.0,8.25,38.0,476.0,0.3333,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,,2.0,0.167,,43.3,102.0,4.0,44.8,68.0,88.5,4.0,3.0,0.25,0.0,71.0,3.0,0.75,0.0,0.0,1.0,2.0,0.0,0.3,0.1,68.0
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Basic,2,False,False,0,33,3.0,0.0,0.0,0.0,2744.0,1421.0,914.7,1.0,28.0,0.0,Pro,annual,7.0,343.0,20.0,980.0,-13.0,-637.0,-0.65,0.0,541.961560752544,0.593,0.0,13.0,8.0,8.0,385.3,6.0,0.25,9.5,1.0,471.0,0.75,2.0,3.0,3.0,4.0,2.0,3.0,1.5,1.0,3.0,2.0,0.375,0.043,67.3,204.0,1.0,46.0,46.0,70.0,4.0,4.0,0.0,0.0,273.0,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,0.5,1372.0
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,3,False,False,1,89,3.0,0.0,0.0,0.0,4459.0,3577.0,1486.3,1.0,69.0,0.0,Pro,monthly,73.0,3577.0,15.0,285.0,58.0,3292.0,11.551,0.0,1817.278551387578,1.223,0.0,38.0,8.0,6.0,385.1,4.0,0.125,9.12,24.0,423.0,0.5,1.0,1.0,1.0,4.0,3.0,1.5,0.5,3.0,0.333,-2.0,0.125,-0.0,60.4,131.0,4.0,40.0,63.0,73.2,4.0,4.0,0.75,0.0,135.0,2.0,0.5,0.0,0.0,0.0,2.0,,2.67,1.333,1486.3
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,5,False,False,0,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Basic,monthly,25.0,0.0,25.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,3.0,3.0,179.4,6.0,0.0,10.33,144.0,354.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,177.0,249.0,1.0,32.0,32.0,50.0,3.0,3.0,0.0,0.0,141.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.6,0.2,0.0
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,organic,Pro,29,True,False,0,507,1.0,0.0,0.0,0.0,1421.0,1421.0,1421.0,1.0,75.0,0.0,Pro,monthly,29.0,1421.0,29.0,1421.0,0.0,0.0,0.0,0.0,,,0.0,75.0,2.0,2.0,156.6,3.0,0.0,10.5,166.0,211.0,1.5,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,211.0,211.0,2.0,35.5,58.0,74.0,4.0,4.0,0.5,1.0,130.0,1.0,0.5,0.5,0.0,0.0,1.0,,0.07,0.069,49.0
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12,False,True,1,225,5.0,1.0,0.0,1.0,6163.0,2388.0,1232.6,0.8,158.0,1.0,Enterprise,monthly,12.0,2388.0,12.0,2388.0,0.0,0.0,0.0,1.0,1094.5660327271262,0.888,0.2,25.0,16.0,12.0,776.5,7.0,0.125,10.12,34.0,424.0,0.4375,0.0,1.0,4.0,7.0,0.0,0.0,1.143,3.0,1.333,1.0,0.25,-0.0332,32.6,169.0,4.0,39.5,58.0,48.0,4.0,3.0,0.5,0.0,20.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,1.33,0.333,513.6
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,3,False,False,0,11,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,516.0,0.0,,0.0,0.0,,,516.0,516.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,3.0,33.7,50.0,72.0,4.0,3.0,0.333,0.0,171.0,2.0,0.667,0.0,0.0,0.0,1.0,,,1.0,
A-068fc6,Company_465,EdTech,US,2023-07-17,event,Enterprise,35,False,False,0,319,4.0,1.0,0.0,1.0,9345.0,6965.0,2336.2,1.0,216.0,0.0,Enterprise,annual,35.0,6965.0,35.0,1715.0,0.0,5250.0,3.061,1.0,3165.5657077369283,1.355,0.0,48.0,18.0,17.0,1037.4,9.0,0.056,10.06,32.0,447.0,0.5,0.0,2.0,3.0,4.0,0.0,0.0,1.5,1.0,3.0,2.0,0.167,-0.0,26.3,83.0,5.0,38.8,62.0,121.4,4.33,4.0,0.4,0.0,36.0,4.0,0.8,0.0,0.0,1.0,1.0,0.0,0.51,0.143,267.0
A-cc98bc,Company_469,DevTools,US,2023-05-24,ads,Basic,32,False,False,0,373,8.0,1.0,0.0,1.0,19999.0,6368.0,2499.9,0.875,370.0,0.0,Pro,annual,54.0,2646.0,32.0,6368.0,22.0,-3722.0,-0.584,1.0,2591.717711562849,1.037,0.0,5.0,32.0,23.0,1733.2,18.0,0.094,10.47,1.0,472.0,0.5625,1.0,1.0,2.0,11.0,1.5,0.545,0.364,9.0,0.222,-7.0,0.062,-0.016,15.7,87.0,3.0,4.7,10.0,122.3,4.0,4.0,0.667,0.0,353.0,1.0,0.333,0.0,0.0,0.0,0.0,,1.0,0.094,625.0
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,False,1,249,8.0,1.0,1.0,1.0,26941.0,18706.0,3367.6,0.875,220.0,1.0,Enterprise,annual,13.0,2587.0,8.0,152.0,5.0,2435.0,16.02,0.0,6271.645783945847,1.862,0.125,27.0,24.0,16.0,1284.3,10.0,0.042,9.42,17.0,453.0,0.4167,1.0,4.0,5.0,9.0,0.6,0.667,1.111,4.0,1.25,1.0,0.208,0.0315,19.7,51.0,1.0,8.0,8.0,82.0,5.0,5.0,0.0,0.0,336.0,1.0,1.0,0.0,0.0,0.0,0.0,,6.0,0.25,6735.2
A-4a4c2d,Company_473,DevTools,US,2023-05-02,event,Enterprise,54,False,False,0,395,9.0,0.0,1.0,2.0,28242.0,10746.0,3138.0,0.778,333.0,1.0,Pro,annual,54.0,0.0,54.0,1026.0,0.0,-1026.0,-1.0,-1.0,4380.948185039399,1.396,0.111,45.0,32.0,20.0,1533.3,20.0,0.0,10.31,40.0,421.0,0.625,0.0,1.0,3.0,10.0,0.0,0.0,0.6,7.0,0.429,-4.0,0.094,-0.02,14.0,57.0,4.0,41.5,54.0,98.0,4.0,4.0,0.25,0.0,22.0,1.0,0.25,0.0,1.0,1.0,1.0,3.0,0.59,0.074,523.0
A-19b2c8,Company_476,DevTools,IN,2023-06-06,other,Pro,20,False,False,1,360,9.0,0.0,0.0,0.0,16695.0,3980.0,1855.0,0.667,347.0,0.0,Pro,monthly,20.0,980.0,33.0,1617.0,-13.0,-637.0,-0.394,0.0,1641.302379209876,0.885,0.0,13.0,19.0,14.0,889.8,16.0,0.0,9.58,24.0,471.0,0.8421,2.0,2.0,3.0,8.0,2.0,1.5,0.75,5.0,0.6,-2.0,0.158,-0.0033,26.2,83.0,2.0,28.0,32.0,80.5,4.5,4.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.95,0.1,834.8
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,14,False,False,0,91,2.0,0.0,1.0,0.0,5572.0,2786.0,2786.0,0.5,86.0,0.0,Enterprise,monthly,14.0,2786.0,14.0,2786.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,69.0,8.0,6.0,422.4,1.0,0.0,10.75,14.0,490.0,0.125,2.0,2.0,2.0,2.0,3.0,6.0,2.0,0.0,,2.0,0.25,,70.0,196.0,1.0,61.0,61.0,139.0,5.0,5.0,0.0,0.0,488.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.57,0.071,398.0
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Pro,11,False,True,0,309,7.0,1.0,0.0,0.0,13445.0,3781.0,1920.7,0.857,296.0,1.0,Pro,monthly,11.0,539.0,12.0,228.0,-1.0,311.0,1.364,1.0,1521.7976994644323,0.792,0.143,89.0,24.0,19.0,1374.8,19.0,0.083,9.92,24.0,487.0,0.7917,1.0,2.0,3.0,5.0,1.0,1.2,1.2,2.0,1.5,1.0,0.125,0.0,23.2,64.0,3.0,52.3,69.0,129.3,5.0,5.0,0.667,0.0,39.0,2.0,0.667,0.0,0.0,1.0,1.0,0.0,2.18,0.273,1222.3
A-e1b9cd,Company_484,DevTools,US,2023-02-26,event,Pro,40,False,True,1,460,11.0,0.0,3.0,0.0,32362.0,7960.0,2942.0,0.727,437.0,0.0,Basic,monthly,40.0,760.0,40.0,1960.0,0.0,-1200.0,-0.612,-3.0,2840.8287523185904,0.966,0.0,9.0,36.0,23.0,1654.5,23.0,0.111,10.53,3.0,482.0,0.6389,1.0,4.0,10.0,15.0,0.3,0.4,1.333,5.0,2.0,5.0,0.278,0.0058,13.8,71.0,1.0,35.0,35.0,115.0,3.0,3.0,0.0,0.0,350.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.9,0.025,809.0
A-9f0b68,Company_489,EdTech,US,2024-04-28,ads,Basic,10,False,False,1,33,1.0,0.0,0.0,0.0,418.0,418.0,418.0,0.0,14.0,0.0,Basic,annual,22.0,418.0,22.0,418.0,0.0,0.0,0.0,0.0,,,0.0,14.0,3.0,3.0,174.2,0.0,0.667,11.0,426.0,36.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,18.0,25.0,2.0,20.5,37.0,83.5,3.0,3.0,0.5,0.0,21.0,1.0,0.5,0.0,1.0,1.0,1.0,3.0,0.3,0.2,41.8
A-55f257,Company_496,FinTech,US,2023-12-21,organic,Basic,9,False,False,0,162,6.0,2.0,0.0,1.0,6782.0,4577.0,1130.3,0.833,140.0,0.0,Pro,annual,9.0,441.0,38.0,0.0,-29.0,441.0,,2.0,1705.7746236436592,1.509,0.0,77.0,21.0,18.0,687.4,15.0,0.143,8.43,22.0,490.0,0.7143,1.0,1.0,2.0,5.0,1.5,1.2,0.8,3.0,0.667,-1.0,0.095,-0.0287,24.5,77.0,4.0,35.2,43.0,131.0,5.0,5.0,0.5,0.0,173.0,2.0,0.5,0.0,0.0,0.0,1.0,,2.33,0.444,753.6
A-712533,Company_498,EdTech,US,2023-07-31,organic,Pro,18,False,False,1,305,6.0,0.0,0.0,2.0,5686.0,3582.0,947.7,1.0,292.0,0.0,Basic,monthly,45.0,0.0,18.0,0.0,27.0,0.0,,0.0,1355.669232027734,1.43,0.0,35.0,24.0,19.0,1081.4,14.0,0.083,9.04,31.0,484.0,0.5833,0.0,2.0,3.0,8.0,0.0,0.0,0.75,5.0,0.6,-2.0,0.125,-0.0299,21.0,61.0,2.0,24.5,40.0,126.5,4.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.33,0.111,315.9
